,Unnamed: 0,pid,hid,cid,syear,jl0058,jl0059_h,jl0061,jl0062,jl0063,jl0064,jl0065,jl0066,jl0067,jl0068,jl0069,jl0070,jl0071,jl0072,jl0073,jl0074,jl0105_h,jl0125_v3,jl0127_h,jl0139,jl0140,jl0141,jl0142,jl0143,jl0144,jl0145,jl0146,jl0151,jl0164,jl0176_h,jl0218,jl0219,jl0233,jl0272,trust,rely_none,distrust_stranger,jl0367,jl0371,jl0376,jl0379,jl0388,jl0392,sex,gebjahr,psample,migback,State,bet3year,fsedu,msedu,fprofedu,mprofedu,freli,mreli,fegp88,living1,mprofstat,Age,Gymnasium,year_hgsch_entry,Treat,rely_someone,trust_stranger,trust_var,std_trust_var,std_trust
8052,8052,30994603,3099465.0,3099465,2014.0,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[4] Seltener,[3] Jeden Monat,[2] Jede Woche,[1] Taeglich,[5] Nie,[2] Jede Woche,[4] Seltener,[4] Seltener,[4] Seltener,[1] Ja,[2] Nein,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,"[1] Nein, nichts davon",[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[2] gut,189.0,1997.0,[4] Auf dem Land,3,1,5,[4] 4 auf Skala 1-7,"[7] 7 Trifft voll zu, (Skala 1-7)",[4] 4 auf Skala 1-7,[5] 5 auf Skala 1-7,[3] Nicht so stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1997.0,[11] K 2012 Aufstockung,[1] kein Migrationshintergrund,[1] Schleswig-Holstein,-2.0,[4] Abitur,[1] Hauptschule,[20] beruflicheAusbildung,[24] Gewerbl.o.Lw.Lehre,[2] Evangelisch,[2] Evangelisch,[8] (VI) Skilled Manual Workers,15.0,[13] Rentner,17.0,1,2007.0,0,7,3,13,0.1760774357000334,-0.9709834075271422
8053,8053,30994604,3099465.0,3099465,2018.0,[1] Taeglich,[1] Taeglich,[1] Taeglich,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[3] Jeden Monat,[2] Jede Woche,[1] Taeglich,[4] Seltener,[1] Taeglich,[2] Jede Woche,[5] Nie,[3] Jeden Monat,[5] Nie,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[1] als SchulsprecherIn,[1] bei Schuelerzeitung,[1] in Theatergruppe/Tanzgruppe,[1] in Chor/Orchester,[-2] trifft nicht zu,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[1] sehr gut,198.0,2001.0,[4] Auf dem Land,2,2,1,[4] 4 auf Skala 1-7,"[7] 7 Trifft voll zu, (Skala 1-7)","[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)","[7] 7 Trifft voll zu, (Skala 1-7)",[1] Sehr stark,[9] 9 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,2001.0,[11] K 2012 Aufstockung,[1] kein Migrationshintergrund,[1] Schleswig-Holstein,2012.0,[4] Abitur,[1] Hauptschule,[20] beruflicheAusbildung,[24] Gewerbl.o.Lw.Lehre,[2] Evangelisch,[2] Evangelisch,[8] (VI) Skilled Manual Workers,10.0,[13] Rentner,17.0,1,2012.0,1,6,7,15,0.7754027808491173,-1.6825637690186985
8055,8055,31004903,3100498.0,3100498,2013.0,[2] Jede Woche,[5] Nie,[1] Taeglich,[1] Taeglich,[2] Jede Woche,[4] Seltener,[2] Jede Woche,[1] Taeglich,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[5] Nie,[5] Nie,[5] Nie,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Chor/Orchester,[-2] trifft nicht zu,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[1] sehr gut,195.0,1996.0,[1] Grosstadt,5,3,4,[5] 5 auf Skala 1-7,[5] 5 auf Skala 1-7,[3] 3 auf Skala 1-7,[6] 6 auf Skala 1-7,[3] Nicht so stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1996.0,[11] K 2012 Aufstockung,[3] indirekter Migrationshintergrund,[2] Hamburg,,[2] Realschule,[5] sonstiger Abschluss,[24] Gewerbl.o.Lw.Lehre,[40] Sonstige Ausbildung,[3] Andere christl. RG,[3] Andere christl. RG,[2] (II) Lower Managerial and Professional Workers,15.0,"[431] sonstige, ohne Mitarb. ;ab 1997",17.0,1,2006.0,1,5,4,14,0.47574010827457536,0.4521773154559709
8059,8059,31016304,3101630.0,3101630,2014.0,[2] Jede Woche,[2] Jede Woche,[1] Taeglich,[1] Taeglich,[1] Taeglich,[2] Jede Woche,[4] Seltener,[5] Nie,[5] Nie,[2] Jede Woche,[2] Jede Woche,[1] Taeglich,[5] Nie,[5] Nie,[4] Seltener,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,"[1] Nein, nichts davon",[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[1] sehr gut,185.0,1997.0,[4] Auf dem Land,6,2,4,[5] 5 auf Skala 1-7,[5] 5 auf Skala 1-7,[5] 5 auf Skala 1-7,[6] 6 auf Skala 1-7,[2] Stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1997.0,[11] K 2012 Aufstockung,[1] kein Migrationshintergrund,[3] Niedersachsen,-2.0,[3] Fachoberschule,[1] Hauptschule,[24] Gewerbl.o.Lw.Lehre,[24] Gewerbl.o.Lw.Lehre,[2] Evangelisch,[2] Evangelisch,[1] (I) Higher Managerial and Professional Workers,15.0,[522] einf.Taetigkt m.Ausb.abschluss;ab 1991,17.0,1,2007.0,1,6,4,16,1.0750654534236592,1.1637576769475273
8062,8062,31020803,3102083.0,3102083,2013.0,[1] Taeglich,[1] Taeglich,[1] Taeglich,[5] Nie,[2] Jede Woche,[5] Nie,[5] Nie,[2] Jede Woche,[1] Taeglich,[-1] keine Angabe,[1] Taeglich,[1] Taeglich,[5] Nie,[2] Jede Woche,[4] Seltener,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] bei Schuelerzeitung,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[3] Etwa die Haelfte,[2] gut,178.0,1996.0,[3] Kleinstadt,3,6,6,[6] 6 auf Skala 1-7,"[7] 7 Trifft voll zu, (Skala 1-7)","[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)",[2] 2 auf Skala 1-7,[1] Sehr stark,[9] 9 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1996.0,[11] K 2012 Aufstockung,[1] kein Migrationshintergrund,[3] Niedersachsen,-2.0,[2] Realschule,[2] Realschule,"[27] FS,Techn.-o.Meisters",[24] Gewerbl.o.Lw.Lehre,[1] Katholisch,[6] konfessionslos,[2] (II) Lower Managerial and Professional Workers,15.0,[530] mit qualifizierter Taetigkeit,17.0,1,2006.0,1,2,2,7,-1.6218985997472184,-0.9709834075271422
8064,8064,31031602,3103160.0,3103160,2013.0,[1] Taeglich,[5] Nie,[2] Jede Woche,[5] Nie,[2] Jede Woche,[5] Nie,[5] Nie,[5] Nie,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[3] Jeden Monat,[5] Nie,[4] Seltener,[4] Seltener,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in freiwilliger AG,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[2] gut,180.0,1996.0,[4] Auf dem Land,4,3,6,[6] 6 auf Skala 1-7,[6] 6 auf Skala 1-7,[2] 2 auf Skala 1-7,[5] 5 auf Skala 1-7,[2] Stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1996.0,[11] K 2012 Aufstockung,[1] kein Migrationshintergrund,[3] Niedersachsen,-2.0,[1] Hauptschule,[1] Hauptschule,[20] beruflicheAusbildung,[24] Gewerbl.o.Lw.Lehre,[2] Evangelisch,[2] Evangelisch,[8] (VI) Skilled Manual Workers,13.0,[220] angelernter Arbeiter,17.0,1,2006.0,1,5,2,11,-0.4232479094490505,-0.2594030460355856
8066,8066,31031702,3103179.0,3103179,2018.0,[1] Taeglich,[2] Jede Woche,[1] Taeglich,[5] Nie,[3] Jeden Monat,[5] Nie,[5] Nie,[2] Jede Woche,[2] Jede Woche,[5] Nie,[2] Jede Woche,[2] Jede Woche,[5] Nie,[3] Jeden Monat,[4] Seltener,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[1] sehr gut,170.0,2001.0,[4] Auf dem Land,5,4,6,"[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)",[2] 2 auf Skala 1-7,[6] 6 auf Skala 1-7,[5] 5 auf Skala 1-7,[3] Nicht so stark,[9] 9 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,2001.0,[11] K 2012 Aufstockung,[1] kein Migrationshintergrund,[3] Niedersachsen,,[2] Realschule,[4] Abitur,[24] Gewerbl.o.Lw.Lehre,"[32] Hochsch.,Universit.",[2] Evangelisch,[2] Evangelisch,[4] (IIIb) Routine Service and Sales Work,5.0,[630] Gehobener Dienst,17.0,1,2011.0,1,4,2,11,-0.4232479094490505,0.4521773154559709
8067,8067,31033403,3103349.0,3103349,2012.0,[2] Jede Woche,[1] Taeglich,[5] Nie,[5] Nie,[5] Nie,[5] Nie,[5] Nie,[2] Jede Woche,[1] Taeglich,[5] Nie,[5] Nie,[5] Nie,[5] Nie,[5] Nie,[5] Nie,[2] Nein,[2] Nein,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[6] Niemand/Außer mir niemand,[2] gut,180.0,1995.0,[4] Auf dem Land,4,2,6,[2] 2 auf Skala 1-7,[4] 4 auf Skala 1-7,"[7] 7 Trifft voll zu, (Skala 1-7)",[5] 5 auf Skala 1-7,[2] Stark,[9] 9 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1995.0,[11] K 2012 Aufstockung,[1] kein Migrationshintergrund,[3] Niedersachsen,-2.0,[1] Hauptschule,[4] Abitur,[28] Beamtenausbildung,[28] Beamtenausbildung,[2] Evangelisch,[2] Evangelisch,[2] (II) Lower Managerial and Professional Workers,15.0,[10] nicht erw.taetig,17.0,1,2005.0,1,6,2,12,-0.12358523687450856,-0.2594030460355856
8068,8068,31034503,3103454.0,3103454,2012.0,[1] Taeglich,[4] Seltener,[1] Taeglich,[1] Taeglich,[1] Taeglich,[3] Jeden Monat,[5] Nie,[2] Jede Woche,[4] Seltener,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[5] Nie,[5] Nie,[4] Seltener,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in freiwilliger AG,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[1] sehr gut,183.0,1995.0,[3] Kleinstadt,6,1,3,[3] 3 auf Skala 1-7,[5] 5 auf Skala 1-7,[3] 3 auf Skala 1-7,"[7] 7 Trifft voll zu, (Skala 1-7)",[2] Stark,[9] 9 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1995.0,[11] K 2012 Aufstockung,[1] kein Migrationshintergrund,[3] Niedersachsen,-2.0,[1] Hauptschule,[2] Realschule,[28] Beamtenausbildung,[24] Gewerbl.o.Lw.Lehre,[6] konfessionslos,[2] Evangelisch,[8] (VI) Skilled Manual Workers,15.0,[522] einf.Taetigkt m.Ausb.abschluss;ab 1991,17.0,1,2005.0,1,7,5,18,1.674390798572743,1.1637576769475273
8071,8071,31042904,3104299.0,3104299,2014.0,[1] Taeglich,[5] Nie,[1] Taeglich,[1] Taeglich,[5] Nie,[2] Jede Woche,[5] Nie,[5] Nie,[2] Jede Woche,[1] Taeglich,[5] Nie,[1] Taeglich,[5] Nie,[5] Nie,[5] Nie,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,"[1] Nein, nichts davon",[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[2] gut,169.0,1997.0,[3] Kleinstadt,5,2,4,[3] 3 auf Skala 1-7,[5] 5 auf Skala 1-7,[5] 5 auf Skala 1-7,[4] 4 auf Skala 1-7,[4] Ueberhaupt nicht,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1997.0,[11] K 2012 Aufstockung,[1] kein Migrationshintergrund,[3] Niedersachsen,,[2] Realschule,[1] Hauptschule,"[27] FS,Techn.-o.Meisters",[10] Keine abg.Ausbildung,[-1] keine Angabe,[-1] keine Angabe,[2] (II) Lower Managerial and Professional Workers,15.0,[10] nicht erw.taetig,17.0,1,2007.0,1,6,4,15,0.7754027808491173,0.4521773154559709
8072,8072,31044104,3104418.0,3104418,2013.0,[1] Taeglich,[1] Taeglich,[2] Jede Woche,[5] Nie,[2] Jede Woche,[5] Nie,[5] Nie,[3] Jeden Monat,[4] Seltener,[-1] keine Angabe,[1] Taeglich,[1] Taeglich,[5] Nie,[5] Nie,[5] Nie,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[1] sehr gut,181.0,1996.0,[2] Mittelgrosse Stadt,4,2,6,[3] 3 auf Skala 1-7,[3] 3 auf Skala 1-7,[2] 2 auf Skala 1-7,[5] 5 auf Skala 1-7,[1] Sehr stark,[7] 7 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1996.0,[11] K 2012 Aufstockung,[1] kein Migrationshintergrund,[3] Niedersachsen,,[-1] keine Angabe,[2] Realschule,[24] Gewerbl.o.Lw.Lehre,"[27] FS,Techn.-o.Meisters",[2] Evangelisch,[2] Evangelisch,[1] (I) Higher Managerial and Professional Workers,15.0,[530] mit qualifizierter Taetigkeit,17.0,1,2006.0,1,6,2,12,-0.12358523687450856,-0.2594030460355856
8073,8073,31044105,3104418.0,3104418,2016.0,[1] Taeglich,[2] Jede Woche,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[4] Seltener,[2] Jede Woche,[4] Seltener,[1] Taeglich,[5] Nie,[2] Jede Woche,[1] Taeglich,[5] Nie,[4] Seltener,[4] Seltener,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,"[1] Nein, nichts davon",[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[2] gut,180.0,1999.0,[2] Mittelgrosse Stadt,1,7,6,"[7] 7 Trifft voll zu, (Skala 1-7)",[6] 6 auf Skala 1-7,[2] 2 auf Skala 1-7,[6] 6 auf Skala 1-7,[1] Sehr stark,[5] 5 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1999.0,[11] K 2012 Aufstockung,[1] kein Migrationshintergrund,[3] Niedersachsen,,[-5] In Fragebogenversion nicht enthalten,[2] Realschule,[24] Gewerbl.o.Lw.Lehre,"[27] FS,Techn.-o.Meisters",[2] Evangelisch,[2] Evangelisch,[1] (I) Higher Managerial and Professional Workers,15.0,[522] einf.Taetigkt m.Ausb.abschluss;ab 1991,17.0,1,2009.0,1,1,2,4,-2.520886617470844,-2.3941441305102553
8080,8080,31053103,3105317.0,3105317,2013.0,[1] Taeglich,[5] Nie,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[5] Nie,[1] Taeglich,[1] Taeglich,[5] Nie,[2] Jede Woche,[2] Jede Woche,[5] Nie,[5] Nie,[5] Nie,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Theatergruppe/Tanzgruppe,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[4] Etwa ein Viertel,[2] gut,170.0,1996.0,[1] Grosstadt,5,3,5,[2] 2 auf Skala 1-7,[3] 3 auf Skala 1-7,[6] 6 auf Skala 1-7,[3] 3 auf Skala 1-7,[3] Nicht so stark,[9] 9 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1996.0,[11] K 2012 Aufstockung,[1] kein Migrationshintergrund,[4] Bremen,-2.0,[2] Realschule,[4] Abitur,[24] Gewerbl.o.Lw.Lehre,"[30] FHS,Ingeniuerschule",[6] konfessionslos,[1] Katholisch,[5] (IVa) Small Self-Employed with Employees,15.0,[521] einf.Taetigkt o.Ausb.abschluss;ab 1991,17.0,1,2006.0,1,5,3,13,0.1760774357000334,0.4521773154559709
8082,8082,31059503,3105953.0,3105953,2013.0,[1] Taeglich,[5] Nie,[2] Jede Woche,[5] Nie,[2] Jede Woche,[5] Nie,[5] Nie,[1] Taeglich,[1] Taeglich,[1] Taeglich,[1] Taeglich,[2] Jede Woche,[5] Nie,[5] Nie,[4] Seltener,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[1] als SchulsprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[2] Die meisten,[2] gut,165.0,1996.0,[3] Kleinstadt,5,5,7,"[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)","[7] 7 Trifft voll zu, (Skala 1-7)",[4] 4 auf Skala 1-7,[2] 2 auf Skala 1-7,[4] Ueberhaupt nicht,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1996.0,[11] K 2012 Aufstockung,[3] indirekter Migrationshintergrund,[5] Nordrhein-Westfalen,,[5] sonstiger Abschluss,[5] sonstiger Abschluss,[40] Sonstige Ausbildung,[40] Sonstige Ausbildung,[1] Katholisch,[1] Katholisch,[6] (IVb) Small Self-Employed without Employees,15.0,[522] einf.Taetigkt m.Ausb.abschluss;ab 1991,17.0,1,2006.0,1,3,1,9,-1.0225732545981345,0.4521773154559709
8084,8084,31059903,3105996.0,3105996,2013.0,[1] Taeglich,[4] Seltener,[1] Taeglich,[5] Nie,[4] Seltener,[4] Seltener,[5] Nie,[2] Jede Woche,[1] Taeglich,[5] Nie,[2] Jede Woche,[2] Jede Woche,[5] Nie,[5] Nie,[5] Nie,[2] Nein,[2] Nein,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in freiwilliger AG,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[2] gut,170.0,1996.0,[1] Grosstadt,3,3,5,[5] 5 auf Skala 1-7,[2] 2 auf Skala 1-7,[3] 3 auf Skala 1-7,[4] 4 auf Skala 1-7,[3] Nicht so stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1996.0,[11] K 2012 Aufstockung,[1] kein Migrationshintergrund,[5] Nordrhein-Westfalen,-2.0,[4] Abitur,[4] Abitur,"[32] Hochsch.,Universit.",[24] Gewerbl.o.Lw.Lehre,[2] Evangelisch,[1] Katholisch,[2] (II) Lower Managerial and Professional Workers,1.0,[530] mit qualifizierter Taetigkeit,17.0,1,2006.0,1,5,3,11,-0.4232479094490505,-0.9709834075271422
8087,8087,31075603,3107565.0,3107565,2016.0,[1] Taeglich,[1] Taeglich,[2] Jede Woche,[4] Seltener,[2] Jede Woche,[2] Jede Woche,[5] Nie,[4] Seltener,[1] Taeglich,[4] Seltener,[4] Seltener,[4] Seltener,[5] Nie,[5] Nie,[5] Nie,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Theatergruppe/Tanzgruppe,[-2] trifft nicht zu,[1] in freiwilliger AG,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[4] Etwa ein Viertel,[1] sehr gut,160.0,1999.0,[1] Grosstadt,5,5,5,[3] 3 auf Skala 1-7,[2] 2 auf Skala 1-7,[3] 3 auf Skala 1-7,[5] 5 auf Skala 1-7,[3] Nicht so stark,[7] 7 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1999.0,[11] K 2012 Aufstockung,[3] indirekter Migrationshintergrund,[5] Nordrhein-Westfalen,,[3] Fachoberschule,[5] sonstiger Abschluss,[24] Gewerbl.o.Lw.Lehre,[40] Sonstige Ausbildung,[6] konfessionslos,[6] konfessionslos,[4] (IIIb) Routine Service and Sales Work,15.0,[10] nicht erw.taetig,17.0,1,2009.0,1,3,3,11,-0.4232479094490505,0.4521773154559709
8090,8090,31086903,3108693.0,3108693,2015.0,[1] Taeglich,[1] Taeglich,[1] Taeglich,[3] Jeden Monat,[2] Jede Woche,[4] Seltener,[2] Jede Woche,[2] Jede Woche,[3] Jeden Monat,[5] Nie,[1] Taeglich,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[5] Nie,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] bei Schuelerzeitung,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[3] Etwa die Haelfte,[2] gut,180.0,1998.0,[2] Mittelgrosse Stadt,3,2,5,[4] 4 auf Skala 1-7,[6] 6 auf Skala 1-7,[2] 2 auf Skala 1-7,"[7] 7 Trifft voll zu, (Skala 1-7)",[2] Stark,[7] 7 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1998.0,[11] K 2012 Aufstockung,[1] kein Migrationshintergrund,[5] Nordrhein-Westfalen,-2.0,[4] Abitur,[4] Abitur,"[32] Hochsch.,Universit.","[32] Hochsch.,Universit.",[1] Katholisch,[2] Evangelisch,[2] (II) Lower Managerial and Professional Workers,12.0,"[431] sonstige, ohne Mitarb. ;ab 1997",17.0,1,2008.0,1,6,3,12,-0.12358523687450856,-0.9709834075271422
8093,8093,31092402,3109240.0,3109240,2014.0,[2] Jede Woche,[2] Jede Woche,[1] Taeglich,[5] Nie,[2] Jede Woche,[5] Nie,[4] Seltener,[4] Seltener,[3] Jeden Monat,[5] Nie,[3] Jeden Monat,[4] Seltener,[5] Nie,[5] Nie,[5] Nie,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[1] als SchulsprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in freiwilliger AG,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[1] sehr gut,185.0,1997.0,[2] Mittelgrosse Stadt,4,3,5,[6] 6 auf Skala 1-7,[5] 5 auf Skala 1-7,[5] 5 auf Skala 1-7,[6] 6 auf Skala 1-7,[2] Stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1997.0,[11] K 2012 Aufstockung,[1] kein Migrationshintergrund,[5] Nordrhein-Westfalen,-2.0,[4] Abitur,[4] Abitur,"[32] Hochsch.,Universit.","[32] Hochsch.,Universit.",[2] Evangelisch,[2] Evangelisch,[1] (I) Higher Managerial and Professional Workers,5.0,[630] Gehobener Dienst,17.0,1,2007.0,1,5,3,12,-0.12358523687450856,-0.2594030460355856
8100,8100,31117703,3502600.0,3111775,2017.0,[1] Taeglich,[1] Taeglich,[1] Taeglich,[4] Seltener,[1] Taeglich,[5] Nie,[4] Seltener,[4] Seltener,[2] Jede Woche,[2] Jede Woche,[1] Taeglich,[1] Taeglich,[4] Seltener,[5] Nie,[4] Seltener,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[2] Die meisten,[1] sehr gut,173.0,2000.0,[2] Mittelgrosse Stadt,5,4,5,[5] 5 auf Skala 1-7,[5] 5 auf Skala 1-7,[2] 2 auf Skala 1-7,[3] 3 auf Skala 1-7,[2] Stark,[7] 7 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,2000.0,[11] K 2012 Aufstockung,[1] kein Migrationshintergrund,[5] Nordrhein-Westfalen,,[4] Abitur,[4] Abitur,[20] beruflicheAusbildung,[24] Gewerbl.o.Lw.Lehre,[6] konfessionslos,[2] Evangelisch,[8] (VI) Skilled Manual Workers,2.0,[550] mit umfassenden Fuehrungsaufgaben,17.0,1,2010.0,1,4,3,12,-0.12358523687450856,0.4521773154559709
